product_name,manufacturer,pharmaceutical_form,expiration_date,register_year,durability
omeprazol,instituto biologico contemporaneo,POLVO,2025-04-27,2005,20
dorival,bayer,GRAGEA,2025-08-18,2005,20
estopyl 2.5,laboratorios antillanos edmar,TABLETA,2025-09-20,2005,20
cladon,laboratorios antillanos edmar s. a. (laaned),SUSPENSION,2025-07-07,2005,20
toxopec,laboratorios antillanos edmar s. a. (laaned),JARABE,2025-07-06,2005,20
estopyl h,laboratorios antillanos edmar s. a. (laaned),TABLETA,2025-07-05,2005,20
simvastatina genfar,genfar,TABLETA,2020-12-08,2005,15
cladon-m,laboratorios antillanos edmar s. a. (laaned),SUSPENSION,2025-07-05,2005,20
ibp-600,laboratorios antillanos edmar s. a. (laaned),TABLECAP,2025-07-06,2005,20
protelos 2 g,les laboratoires servier industrie,GRANULADO,2020-12-09,2005,15
inmunoprin,monte verde s.a,COMPRIMIDO,2020-03-16,2005,15
eritromicina estearato,caplin point laboratories,TABLETA,2020-12-13,2005,15
ibp-800,laboratorios antillanos edmar (laaned),TABLECAP,2025-07-06,2005,20
salbutamol,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
manedol,industria farmaceutica del caribe,CAPLETA,2025-09-09,2005,20
alendronato genfar,genfar,TABLETA,2020-11-30,2005,15
cardiosil 50,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-11-07,2005,20
monocinque retard,a. menarini manufacturing logistics and services s.r.l,CAPSULA,2020-11-24,2005,15
ketoconazol,ancalima lifesciences ltd,CREMA,2025-07-26,2005,20
aldezol 400 mg,laboratorios alfa,CAPLETA,2025-11-15,2005,20
bonviva,f. hoffmann-la roche,COMPRIMIDO,2020-11-28,2005,15
esparflin,roemmers,COMPRIMIDO,2020-04-20,2005,15
voflacin 500,laboratorios rowe,COMPRIMIDO,2020-04-20,2005,15
losartan lam 50 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2026-01-03,2005,21
atenolol lam 50 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-12-29,2005,20
angibloc 100,acromax dominicana,TABLETA,2025-12-31,2005,20
sanagent,camilo labs,CAPLETA,2020-04-20,2005,15
hidrocortisona,ancalima lifesciences ltd,POLVO,2025-11-06,2005,20
seroquel,astrazeneca uk limited,COMPRIMIDO,2020-04-14,2005,15
"lidocaina hcl  al 2% con epinefrina 1:50,000 alfa",laboratorios alfa,SOLUCION,2025-11-08,2005,20
fluconazol,laboratorio san luis,CAPSULA,2025-11-30,2005,20
dex-litos sabor fresa,laboratorios alfa,POLVO,2025-11-15,2005,20
cetirina,laboratorios sued,JARABE,2025-04-21,2005,20
nitrofurantoina-50-inmenol,inmenol industrial laboratorios,TABLETA,2025-12-26,2005,20
microgynon,schering do brasil quimica e farmaceutica,GRAGEA,2025-03-01,2005,20
ranitidina,ancalima lifesciences,SOLUCION,2025-11-08,2005,20
momederm,laboratorios sued,CREMA,2025-03-28,2005,20
triquilar,schering do brasil quimica e farmaceutica,GRAGEA,2025-03-10,2005,20
angibloc d 100,acromax dominicana,TABLETA,2025-12-30,2005,20
sunlin,caplin point laboratories,JARABE,2020-03-28,2005,15
lindella suave,laboratorios chalver de colombia s.a.,TABLETA,2020-11-30,2005,15
simplevir 800,laboratorios dr. collado,CAPLETA,2025-09-05,2005,20
fixacort,gefarca industria  farmaceutica perezespinosa,JARABE,2025-11-24,2005,20
fixacort-5,gefarca industria farmaceutica perezespinosa,TABLETA,2025-11-08,2005,20
lisinopril lam 5 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-21,2005,20
ketoprofeno inmenol,inmenol industrial laboratorios,GEL,2025-12-26,2005,20
clindamicina,vitalis s.a.c.i.,SOLUCION,2025-12-30,2005,20
ara ii-d,ethical pharmaceutical,COMPRIMIDO,2025-04-11,2005,20
etoposido,fresenius kabi oncology limited,SOLUCION,2025-05-24,2005,20
dolomef,acromax dominicana,TABLETA,2025-08-10,2005,20
adrim,fresenius kabi oncology limited,SOLUCION,2020-08-25,2005,15
azitrez,industria farmaceutica del caribe,SUSPENSION,2020-08-24,2005,15
tedexa - n,dr. elizardo perez espinosa,SUSPENSION,2025-06-06,2005,20
tedexa,dr. elizardo perez espinosa,SUSPENSION,2025-05-27,2005,20
lisinopril lam 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-21,2005,20
pramur,laboratorios sintesis,POLVO,2025-11-24,2005,20
novotears,laboratorios saval,SOLUCION,2025-09-07,2005,20
strattera,boehringer ingelheim promeco,CAPSULA,2020-09-26,2005,15
resfridol n-s,laboratorios alfa,CAPLETA,2020-09-26,2005,15
amloben 10/20,laboratorios rowe,CAPSULA,2020-09-28,2005,15
uniplaxo,ancalima lifesciences ltd,SOLUCION,2025-11-07,2005,20
kollagenase,cristalia productos quimicos farmaceuticos ltda,POMADA,2020-09-28,2005,15
furosemida,ancalima lifesciences ltd.,SOLUCION,2025-10-31,2005,20
gentamicina 80 mg alfa,laboratorios alfa,SOLUCION,2025-11-30,2005,20
strattera,boehringer ingelheim promeco,CAPSULA,2020-09-29,2005,15
dipirona,ancalima lifesciences ltd,SOLUCION,2020-09-29,2005,15
motilium,janssen cilag,SUSPENSION,2025-09-28,2005,20
soprol h 5 /6.25,roemmers,COMPRIMIDO,2025-05-13,2005,20
propranolol inmenol,inmenol industrial laboratorios,TABLETA,2025-01-28,2005,20
dextrosa 5 % en cloruro de sodio 0.45 %,euro-med laboratories phil.,SOLUCION,2025-12-28,2005,20
parameba,ethical pharmaceutical,COMPRIMIDO,2025-06-06,2005,20
gentamicina,ancalima lifesciences ltd.,SOLUCION,2025-03-28,2005,20
aciclovir,ancalima lifesciences ltd,CREMA,2025-10-06,2005,20
precolest 10-40,ver al dorso,CAPLETA,2025-12-29,2005,20
ironvit,wexford laboratories pvt. ltd.,JARABE,2025-11-01,2005,20
cafiaspirina,bayer,TABLETA,2020-08-19,2005,15
mizonase,laboratorios recalcine,CREMA,2020-08-31,2005,15
clotrimazol,industria farmaceutica del caribe,OVULO,2025-07-06,2005,20
zeterix -15,roemmers s.a.i.c.f,COMPRIMIDO,2020-08-31,2005,15
"badyket 7,500 u.i.",rovi pharma industrial services,SOLUCION,2025-11-24,2005,20
heparina,gland pharma ltd,SOLUCION,2025-11-24,2005,20
kivexa,glaxo operations uk limited,TABLETA,2025-06-23,2005,20
radoflox,wexford laboratories pvt. ltd.; india,SOLUCION,2020-09-21,2005,15
cloranfenicol alfa 0.5%,laboratorio alfa,SOLUCION,2025-04-11,2005,20
sumox duo plus,laboratorios sued,CAPLETA,2025-05-20,2005,20
alerpic,dr. elizardo perez espinosa,SOLUCION,2025-03-28,2005,20
ranitidina 50 mg / 2 ml,laboratorios alfa,SOLUCION,2025-04-11,2005,20
estopyl 5,laboratorios antillanos edmar (laaned),TABLETA,2025-03-21,2005,20
blox,laboratorios saval,COMPRIMIDO,2025-11-23,2005,20
"blox  d 16 /12,5",laboratorios saval,COMPRIMIDO,2025-11-16,2005,20
piroxicam,caplin point laboratories,CAPSULA,2025-08-25,2005,20
blox,laboratorios saval,COMPRIMIDO,2025-11-16,2005,20
clormin g 500,industria farmo quimica,TABLETA,2025-04-13,2005,20
zinaltec,laboratorios alfa,SOLUCION,2025-04-22,2005,20
quisprotozoos,wexford laboratories pvt. ltd.,SOLUCION,2020-09-20,2005,15
nivelidol 100,roemmers,COMPRIMIDO,2025-04-20,2005,20
nivelidol 50,roemmers,COMPRIMIDO,2025-04-20,2005,20
diclofenac alfa 1 g / 100 g,laboratorios alfa,GEL,2025-04-11,2005,20
candiderm,glenmark pharmaceuticals limited,CREMA,2025-05-18,2005,20
trederma,laboratorios antillanos edmar (laaned),CREMA,2025-09-19,2005,20
rinix,laboratorios antillanos edmar (laaned),SUSPENSION,2025-09-19,2005,20
hidreno 25,laboratorios antillanos edmar (laaned),TABLETA,2025-09-20,2005,20
vascultren,acromax dominicana,TABLETA,2025-08-10,2005,20
glanique,craveri,COMPRIMIDO,2020-09-08,2005,15
vadiral,laboratorios recalcine,COMPRIMIDO,2020-08-31,2005,15
norvetal,laboratorios recalcine,COMPRIMIDO,2020-08-31,2005,15
bantix,laboratorios recalcine,UNGUENTO,2020-08-31,2005,15
zeterix - 20,roemmers s.a.i.c.f,COMPRIMIDO,2020-08-31,2005,15
ebast,micro labs. limited,TABLETA,2025-11-24,2005,20
metronidazol,laboratorio san luis,SUSPENSION,2025-11-24,2005,20
femvulen,laboratorios chalver de colombia s.a.,SOLUCION,2020-10-06,2005,15
atorvastatina,laboratorios la sante s.a,TABLETA,2025-02-08,2005,20
melina,laboratorios antillanos edmar (laaned),CREMA,2025-09-20,2005,20
nacozol plus,laboratorios alfa,CREMA,2025-12-19,2005,20
amikacina,ancalima lifesciences ltd.,SOLUCION,2025-12-13,2005,20
ketoral,laboratorios antillanos edmar s. a. (laaned),SOLUCION,2025-11-01,2005,20
vitamina b - plus,laboratorios sintesis,SOLUCION,2025-04-01,2005,20
acido mefenamico inmenol 500 mg,inmenol industrial laboratorios,CAPLETA,2026-01-03,2005,21
dermiescab,laboratorios antillanos edmar s. a. (laaned),CREMA,2025-07-11,2005,20
aciclovir 5 g /100 g,laboratorios alfa,CREMA,2025-12-01,2005,20
fosfomic,ethical pharmaceutical,COMPRIMIDO,2024-12-08,2005,19
diclo-k relax,laboratorios rowe,COMPRIMIDO,2025-05-13,2005,20
bicalut,ethical pharmaceutical,COMPRIMIDO,2025-12-08,2005,20
ampicilina,laboratorio san luis,CAPSULA,2025-12-12,2005,20
prostasax plus,ethical pharmaceutical,COMPRIMIDO,2025-03-30,2005,20
levofloxacino mk,laboratorio corporacion bonima,TABLETA,2025-06-06,2005,20
cefalexina,laboratorio san luis,POLVO,2025-12-12,2005,20
trimetoprim/ sulfametoxazol,laboratorio san luis,SUSPENSION,2025-12-14,2005,20
acido fusidico genfar,genfar,CREMA,2021-04-18,2005,16
esomeprazol  ethical,ethical pharmaceutical,CAPSULA,2025-07-11,2005,20
feldipina,ethical pharmaceutical,COMPRIMIDO,2025-07-12,2005,20
ibuprofeno,laboratorios la sante s.a,TABLETA,2025-01-28,2005,20
furoselaan 40 mg,laboratorios antillanos edmar s. a. (laaned),COMPRIMIDO,2020-07-06,2005,15
metronidazol 500 mg laaned,laboratorios antillanos edmar s. a. (laaned),TABLETA,2020-07-04,2005,15
feldipina,ethical pharmaceutical,COMPRIMIDO,2025-07-12,2005,20
glisulin 500 xr,merck sante s.a.s,TABLETA,2025-04-11,2005,20
fosfomic-uro,ethical pharmaceutical,COMPRIMIDO,2025-03-30,2005,20
clotrimazol,ancalima lifesciences,CREMA,2025-07-26,2005,20
histalong,ethical pharmaceutical,JARABE,2020-07-12,2005,15
libona,laboratorios alfa,TABLETA,2025-12-13,2005,20
haloperidol - inmenol,inmenol industrial laboratorios,TABLETA,2025-06-21,2005,20
soprol h 10 / 6.25,roemmers,COMPRIMIDO,2024-04-22,2005,19
maclar 500,glenmark pharmaceuticals ltd,TABLETA,2020-08-18,2005,15
nabratin,monte verde s.a,COMPRIMIDO,2025-04-20,2005,20
glibenclamida  laaned 5 mg,laboratorios antillanos edmar s. a. (laaned),TABLETA,2020-08-18,2005,15
ascoril,glenmark pharmaceuticals ltd,JARABE,2020-08-18,2005,15
candid v-1,glenmark pharmaceuticals ltd,TABLETA,2020-08-18,2005,15
idramin 25,laboratorios antillanos edmar (laaned),TABLETA,2025-09-20,2005,20
falcifor ferro,ethical pharmaceutical,CAPSULA,2020-08-11,2005,15
pirotex,dr. elizardo perez espinosa,SOLUCION,2020-08-11,2005,15
pirotex,dr. elizardo perez espinosa,COMPRIMIDO,2020-08-11,2005,15
dalgen,laboratorios industria farmaceutica del caribe sas,JARABE,2025-06-28,2005,20
otocare,ancalima lifesciences ltd.,SOLUCION,2025-10-17,2005,20
tapel-10,sg pharma pvt. ltd.,TABLETA,2025-12-28,2005,20
manitol 20 %,euro-med laboratories phil.,SOLUCION,2025-12-27,2005,20
ecardil 5,laboratorios rowe,COMPRIMIDO,2025-05-25,2005,20
"badyket 5,000 ui",ver al dorso,SOLUCION,2025-11-24,2005,20
ceumid 500,roemmers,COMPRIMIDO,2020-08-08,2005,15
dermosona,dr. elizardo perez espinosa,CREMA,2025-05-09,2005,20
ambroxol,laboratorio san luis,JARABE,2025-11-24,2005,20
cloranfenicol,ancalima lifesciences ltd,SOLUCION,2025-09-28,2005,20
clotrex-200,laboratorio laprofar,OVULO,2025-06-21,2005,20
clotrex,laboratorio laprofar,SOLUCION,2025-06-21,2005,20
clotrex,laboratorios laprofar,CREMA,2025-06-21,2005,20
dexametasona 8mg / 2 ml,ancalima lifesciences ltd.,SOLUCION,2025-09-23,2005,20
ovidrel,merck serono,SOLUCION,2025-06-30,2005,20
metoclopramida,ancalima lifesciences ltd.,SOLUCION,2025-09-22,2005,20
nugrel,micro labs. limited,TABLETA,2025-11-23,2005,20
cymbalta,eli lilly and company,CAPSULA,2020-07-19,2005,15
mexaprin - 80,gland pharma limited,SOLUCION,2025-11-30,2005,20
ceumid 1000,roemmers,COMPRIMIDO,2020-08-08,2005,15
secnidazol genfar,genfar,POLVO,2020-12-14,2005,15
oxitocina,ancalima lifesciences ltd.,SOLUCION,2025-11-14,2005,20
oxa b,laboratorio internacional argentino s. a.,SOLUCION,2020-03-08,2005,15
propranolol,industria farmaceutica del caribe,TABLETA,2025-09-26,2005,20
levaler,procaps s.a.,CAPSULA,2025-12-27,2005,20
mexidal,industria farmaceutica del caribe,LOCION,2025-09-27,2005,20
loratadina,caplin point laboratories,TABLETA,2025-09-27,2005,20
migran,ethical pharmaceutical,TABLETA,2025-08-11,2005,20
metoclopramida,industria farmaceutica del caribe,TABLETA,2025-09-13,2005,20
loratadina,caplin point laboratories,TABLETA,2025-09-27,2005,20
canditral,glenmark pharmaceuticals ltd,CAPSULA,2025-08-18,2005,20
clavinex duo,laboratorios saval,POLVO,2025-09-07,2005,20
glibenclamida,caplin point laboratories,TABLETA,2025-09-15,2005,20
cefadroxilo inmenol,inmenol industrial laboratorios,CAPSULA,2025-10-26,2005,20
daclor plus,laboratorios rowe,COMPRIMIDO,2025-08-31,2005,20
corgon 5000,bharat serums and vaccines limited,POLVO,2025-10-13,2005,20
metronidazol,caplin point laboratories,TABLETA,2025-09-29,2005,20
fosfomicina 1g sintesis,laboratorios sintesis,POLVO,2025-10-28,2005,20
leche de magnesia cris,laboratorio cris industrial,SUSPENSION,2020-12-30,2005,15
acimox - r,roemmers,POLVO,2025-12-21,2005,20
rowestin  plus,roemmers s.a.i.c.f,COMPRIMIDO,2025-08-26,2005,20
cardilat plus 50/5,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-09-05,2005,20
erimer-500,laboratorios laprofar,CAPLETA,2025-08-06,2005,20
fisiofar,inmenol industrial laboratorios,SOLUCION,2025-10-28,2005,20
erimer-250,laboratorios laprofar,POLVO,2025-08-08,2005,20
quinoflox,laboratorios de aplicaciones medicas,CAPLETA,2025-12-26,2005,20
tadal,ethical pharmaceutical,COMPRIMIDO,2025-10-03,2005,20
moxilín mucolítico,roemmers,POLVO,2025-12-20,2005,20
tapel - 5,shree ganesh pharmaceuticals (sg pharma),TABLETA,2020-12-29,2005,15
fluoxetina genfar,genfar,CAPSULA,2020-12-29,2005,15
dex-litos sabor manzana,laboratorios alfa,POLVO,2025-09-27,2005,20
buten amoxi,roemmers,POLVO,2025-12-21,2005,20
suero oral alfa sabor fresa,laboratorios alfa,POLVO,2025-09-26,2005,20
durovital,laboratorios ameripharma,TABLETA,2025-11-30,2005,20
blokapin 10/50,laboratorios dr. collado,CAPLETA,2025-12-27,2005,20
presartan 300,laboratorios dr. collado,CAPLETA,2025-12-27,2005,20
olina,ethical pharmaceutical,COMPRIMIDO,2025-08-11,2005,20
dexametasona inmenol,inmenol industrial laboratorios,TABLETA,2025-11-30,2005,20
enalapril,caplin point laboratories,TABLETA,2025-09-23,2005,20
carbamazepina inmenol,inmenol industrial laboratorios,SUSPENSION,2025-12-01,2005,20
acimox 500,roemmers,CAPSULA,2025-12-21,2005,20
nifedipina 10 inmenol,inmenol industrial laboratorios,TABLETA,2025-12-01,2005,20
menaxol forte,laboratorios menarini,GRANULO,2025-11-07,2005,20
inmunoglobulina g endovenosa unc al 5%,lab.de hemoderivados pte. illia,SOLUCION,2025-06-10,2005,20
eritromicina,caplin point laboratories,POLVO,2025-09-26,2005,20
triam plus,laboratorios antillanos edmar (laaned),SUSPENSION,2025-09-20,2005,20
piglifar 4,industria farmoquimica,TABLETA,2025-08-26,2005,20
sertralina genfar,genfar,TABLETA,2020-12-29,2005,15
sulfato ferroso,caplin point laboratories,TABLETA,2025-09-26,2005,20
clorhidrato de irinotecan trihidratado,fresenius kabi oncology limited,SOLUCION,2025-01-26,2005,20
relcer,glenmark pharmaceuticals limited,SUSPENSION,2025-08-18,2005,20
zaldiar,tecnandina,COMPRIMIDO,2025-12-19,2005,20
enalapril maleato,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
azinfec,laboratorios antillanos edmar s. a. (laaned),TABLECAP,2025-12-26,2005,20
diclofenac sodico,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
enalapril maleato,laboratorios la sante s. a.,TABLETA,2020-01-28,2005,15
ranitidina,laboratorios la sante s. a.,TABLETA,2020-01-28,2005,15
luxol,laboratorio magnachem international,POLVO,2025-10-04,2005,20
cefalexina,industria farmaceutica del caribe,POLVO,2025-09-09,2005,20
celunaf,laboratorios grin,SOLUCION,2025-11-14,2005,20
trifluzol,laboratorios antillanos edmar,CAPSULA,2025-12-27,2005,20
eutirox 125,merck s.a. de c.v.,TABLETA,2025-08-11,2005,20
fosfomicina sintesis 0.5 g,laboratorios sintesis,POLVO,2025-01-28,2005,20
foseron,laboratorios antillanos edmar,TABLETA,2025-09-28,2005,20
mumfer,glenmark pharmaceuticals ltd,TABLETA,2025-08-18,2005,20
eutirox 150,merck s.a. de c.v.,TABLETA,2025-08-11,2005,20
eutirox 175,merck s.a. de c.v.,TABLETA,2025-08-11,2005,20
bromhexina,laboratorio san luis,JARABE,2025-12-28,2005,20
eutirox 200,merck s.a. de c.v.,TABLETA,2025-08-11,2005,20
complejo b,laboratorio san luis,JARABE,2025-10-28,2005,20
topicrem,laboratorios antillanos edmar,CREMA,2025-09-28,2005,20
amoxicilina,laboratorio san luis,POLVO,2025-11-24,2005,20
salbutamol,caplin point laboratories limited,TABLETA,2025-02-27,2005,20
ibuprofeno,laboratorios la sante s. a.,SUSPENSION,2020-01-28,2005,15
sulfametoxazol y trimetoprim,caplin point laboratories,SUSPENSION,2025-06-27,2005,20
amoebriz,janssen-cilag,SUSPENSION,2025-11-14,2005,20
secnidazol alfa,laboratorios alfa,CAPLETA,2025-09-26,2005,20
presartan-d 300 / 12.5,laboratorios dr. collado,CAPLETA,2025-12-26,2005,20
amlodipina lam 5 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-09-22,2005,20
presartan-d 150 / 12.5,laboratorios dr. collado,CAPLETA,2025-12-26,2005,20
piracebral-1200,laboratorios antillanos edmar (laaned),TABLETA,2025-09-20,2005,20
gentamicina,ancalima lifesciences ltd,SOLUCION,2025-11-30,2005,20
aciclovir genfar,genfar,TABLETA,2020-12-14,2005,15
salbutamol,industria farmaceutica del caribe,JARABE,2025-05-16,2005,20
parameba,ethical pharmaceutical,JARABE,2025-08-24,2005,20
momate,glenmark pharmaceuticals ltd,CREMA,2025-08-18,2005,20
sulartan 8 mg,laboratorios sued,COMPRIMIDO,2025-10-26,2005,20
sulartan 16 mg,laboratorios sued,COMPRIMIDO,2025-10-26,2005,20
furonasal,laboratorios sued,SUSPENSION,2025-01-28,2005,20
cetirina,laboratorios sued,COMPRIMIDO,2025-04-11,2005,20
daxotel,fresenius kabi oncology limited; india,SOLUCION,2020-01-26,2005,15
daxotel,fresenius kabi oncology limited,SOLUCION,2020-01-26,2005,15
lodipin-met 5/100,laboratorios dr. collado,CAPLETA,2025-11-14,2005,20
lodipin -met 10/100,laboratorios dr. collado,CAPLETA,2025-11-14,2005,20
bacterodine,laboratorios dr. collado,ESPUMA,2025-12-14,2005,20
piracebral-800,laboratorios antillanos edmar (laaned),TABLECAP,2025-09-20,2005,20
ambroxol,delhi pharma,JARABE,2020-12-29,2005,15
presartan 150,laboratorios dr. collado,CAPLETA,2025-12-28,2005,20
sertralina genfar,genfar,TABLETA,2020-12-28,2005,15
nefrotal 100,roemmers,COMPRIMIDO,2020-12-21,2005,15
fixacort-50,gefarca industria  farmaceutica perezespinosa,TABLETA,2025-11-07,2005,20
cetirizina inmenol,inmenol industrial laboratorios,TABLETA,2025-08-18,2005,20
sulfato ferroso,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
fluconazol,caplin point laboratories,CAPSULA,2025-09-27,2005,20
aciclovir,caplin point laboratories,TABLETA,2025-09-22,2005,20
glucox 500,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-12-26,2005,20
aciclovir,caplin point laboratories limited.,CREMA,2025-09-27,2005,20
"menalgil neurotropas 10,000 ui",a. menarini manufacturing logistics and services s.r.l,SOLUCION,2025-11-01,2005,20
agua esteril,caplin point laboratories limited,SOLUCION,2025-09-29,2005,20
unipar complex,camilo labs.,TABLETA,2025-11-01,2005,20
carbamazepina,caplin point laboratories ltd,TABLETA,2025-09-27,2005,20
aclasta,novartis pharma,SOLUCION,2024-11-23,2005,19
diltiazem 60 mg alfa,laboratorios alfa,TABLETA,2025-10-12,2005,20
co-trimoxazol,caplin point laboratories ltd,TABLETA,2025-09-22,2005,20
doxiciclina,caplin point laboratories,CAPSULA,2025-09-29,2005,20
lapela,ethical pharmaceutical,TABLETA,2025-10-11,2005,20
sultrigyn,camilo labs,CREMA,2020-12-20,2005,15
enalapril maleato,caplin point laboratories,TABLETA,2025-09-27,2005,20
salbutamol,delhi pharma,TABLETA,2020-12-20,2005,15
piracebral,laboratorios antillanos edmar,SOLUCION,2025-09-20,2005,20
cefadrox,laboratorios sued,POLVO,2025-11-15,2005,20
cetirina-d,laboratorios sued,JARABE,2025-04-20,2005,20
paramix,laboratorios liomont,TABLETA,2025-11-14,2005,20
vasocal ek 10/20,laboratorios rowe,CAPSULA,2025-08-31,2005,20
angeliq®,bayer weimar gmbh und co. kg,COMPRIMIDO,2025-07-11,2005,20
cluvax,laboratorios recalcine,CAPSULA,2020-12-14,2005,15
norfloxacino,laboratorios la sante s. a.,TABLETA,2020-03-03,2005,15
gencloben,caplin point laboratories,CREMA,2025-04-21,2005,20
tiborec,laboratorios lafi ltda.,COMPRIMIDO,2020-03-02,2005,15
diclofenac sodico 50 mg inmenol,inmenol industrial laboratorios,TABLETA,2025-12-01,2005,20
diazepam ethical,ethical pharmaceutical,COMPRIMIDO,2025-08-11,2005,20
lansoprazol ethical,ethical pharmaceutical,CAPSULA,2025-08-11,2005,20
tosulaan,laboratorios antillanos edmar,JARABE,2025-07-06,2005,20
toxopec compuesto,laboratorios antillanos edmar,JARABE,2025-07-05,2005,20
sulartan-h 16/12.5,laboratorios sued,COMPRIMIDO,2025-10-26,2005,20
paramix,laboratorios liomont,POLVO,2025-11-14,2005,20
soldent-c,laboratorios antillanos edmar,TABLETA,2025-07-06,2005,20
colatenol,delhi pharma,TABLETA,2020-12-19,2005,15
medpro 800,laboratorio dismed,TABLETA,2020-12-26,2005,15
albisec,procaps s.a.,CAPSULA,2025-11-15,2005,20
metildopa inmenol,inmenol industrial laboratorios,CAPLETA,2025-12-08,2005,20
cymbalta,eli lilly and company,CAPSULA,2020-02-14,2005,15
sulfadiazina de plata genfar,genfar,CREMA,2020-12-28,2005,15
metildopa  inmenol,inmenol industrial laboratorios,TABLETA,2025-12-08,2005,20
cetirizina mk ©,corporacion bonima,TABLETA,2020-02-14,2005,15
montelukast genfar,genfar,TABLETA,2020-12-28,2005,15
timox,dr. elizardo perez espinosa,SOLUCION,2020-12-28,2005,15
tinidazol genfar,genfar,TABLETA,2020-12-28,2005,15
clavinex duo,laboratorios saval,COMPRIMIDO,2025-09-07,2005,20
scabisan plus,productos farmaceuticos,EMULSION,2020-12-28,2005,15
medpro 600,laboratorio dismed,TABLETA,2020-12-27,2005,15
salbutamol inmenol,inmenol industrial laboratorios,TABLETA,2025-12-19,2005,20
dex-litos sabor  a piña,laboratorios alfa,POLVO,2025-09-27,2005,20
dex-litos,laboratorios alfa,POLVO,2025-09-27,2005,20
salbutamol inmenol,inmenol industrial laboratorios,TABLETA,2025-12-14,2005,20
bebediar,ildong pharmaceutical,GRANULO,2025-10-14,2005,20
"menalgil neurotropas 25,000 ui",a. menarini manufacturing logistics and services,SOLUCION,2025-11-15,2005,20
oxitocina- alfa 10 ui/ml,laboratorios alfa,SOLUCION,2025-03-03,2005,20
co-trimoxazol,caplin point laboratories limited.,TABLETA,2025-09-26,2005,20
metamizol sodico,laboratorio biosano,SOLUCION,2025-11-07,2005,20
nifedipina  20 inmenol,inmenol industrial laboratorios,TABLETA,2025-12-12,2005,20
precolest 10-20,gefarca industria  farmaceutica perezespinosa,CAPLETA,2020-12-26,2005,15
atelit 75,laboratorio franco colombiano lafrancol s.a.s; colombia,TABLETA,2021-02-16,2006,15
amikacina,laboratorio biosano,SOLUCION,2026-12-08,2006,20
coldic,delhi pharma,TABLETA,2026-04-20,2006,20
pomada salicilada al 20%-idcp,inst. dermatologico dom.y cirugia de piel dr. huberto bogaert diaz (idcp),UNGUENTO,2021-02-08,2006,15
lysamol-80,laboratorios alfa,TABLETA,2026-06-16,2006,20
secnidazol genfar,genfar,POLVO,2021-01-17,2006,15
clorabet forte,industria farmaceutica del caribe,TABLETA,2026-02-08,2006,20
diclofenaco sodico,ancalima lifesciences ltd.,SOLUCION,2026-04-06,2006,20
coltrim,delhi pharma,TABLETA,2021-05-25,2006,15
diclofenac,industria farmaceutica del caribe,GEL,2026-02-08,2006,20
gydiol 2 mg,laboratorios alfa,TABLETA,2026-01-10,2006,20
pomada salicilada al 5% - idcp,inst. dermatologico dom.y cirugia de piel dr. huberto bogaert diaz (idcp),UNGUENTO,2021-02-08,2006,15
ketron 10 bussie,laboratorios bussie s.a.,TABLETA,2021-02-16,2006,15
fendramin,laboratorio quimico dominicano,JARABE,2021-05-04,2006,15
levofloxacino genfar,genfar,TABLETA,2021-05-04,2006,15
procoralan,les laboratoires servier industrie,COMPRIMIDO,2026-08-24,2006,20
cardioretic-a 10,ethical pharmaceutical,COMPRIMIDO,2026-08-11,2006,20
lidocaina,kwality pharmaceuticals,SOLUCION,2026-02-16,2006,20
maxicardin-10,ethical pharmaceutical,COMPRIMIDO,2026-08-17,2006,20
acido ascorbico,ancalima lifesciences ltd.,SOLUCION,2026-04-06,2006,20
dramidom,laboratorio quimico dominicano,JARABE,2021-05-04,2006,15
yodopovidona,industria farmaceutica del caribe,SOLUCION,2026-01-11,2006,20
brivox 125 mg,berlin-chemie a.g.,COMPRIMIDO,2026-02-23,2006,20
omeprazol genfar,genfar,CAPSULA,2021-05-04,2006,15
proternal depot®,laboratorios arsal,SOLUCION,2026-01-17,2006,20
piroxicam 20 mg  inmenol,inmenol industrial laboratorios,CAPSULA,2026-06-16,2006,20
fendramin,laboratorio quimico dominicano,TABLETA,2021-05-04,2006,15
atropina,ancalima lifesciences ltd,SOLUCION,2026-04-21,2006,20
maxidipin compuesto-10,ethical pharmaceutical,COMPRIMIDO,2026-08-17,2006,20
ebernet 1%,laboratorios salvat,CREMA,2026-02-23,2006,20
lyrica,pfizer manufacturing deutschland,CAPSULA,2026-02-13,2006,20
lezol,laboratorios alfa,CREMA,2026-01-10,2006,20
zorlec-40,laboratorios alfa,TABLETA,2026-05-04,2006,20
levemir flexpen,novo nordisk a/s,SOLUCION,2026-10-27,2006,20
