product_name,manufacturer,pharmaceutical_form,expiration_date,register_year,durability
albendazol,caplin point laboratories,SUSPENSION,2024-08-13,2004,20
dolo-neurotropas sintesis,laboratorios sintesis,SOLUCION,2024-06-07,2004,20
ortoflex,ver al dorso,SUPOSITORIO,2024-04-16,2004,20
taural 150,roemmers,COMPRIMIDO,2024-12-02,2004,20
telzir,ver al dorso,TABLETA,2024-12-14,2004,20
neumoxol compuesto,laboratorios alfa,JARABE,2024-12-01,2004,20
broncochem contra la tos,laboratorios magnachem international,JARABE,2024-07-13,2004,20
levo,ethical pharmaceutical,COMPRIMIDO,2024-11-11,2004,20
duazolam plus,laboratorios rowe,COMPRIMIDO,2024-11-17,2004,20
ciproxina xr,bayer  ag,COMPRIMIDO,2024-01-25,2004,20
lysinex vita,camilo labs,TABLETA,2024-06-01,2004,20
gabrosidina,laboratorios farmaceuticos paill,JARABE,2024-01-30,2004,20
claritromicina normon 500mg,laboratorios normon,COMPRIMIDO,2024-01-02,2004,20
vasocal beta,laboratorios rowe,COMPRIMIDO,2024-08-10,2004,20
ketomax,acromax dominicana,SOLUCION,2024-08-27,2004,20
promixol-forte,camilo labs,POLVO,2024-01-25,2004,20
cefadroxilo,ver al dorso,POLVO,2024-08-27,2004,20
neumoxol,laboratorios alfa,JARABE,2024-10-25,2004,20
azitrom,ethical pharmaceutical,COMPRIMIDO,2024-12-15,2004,20
topictal,monte verde s.a,COMPRIMIDO,2024-08-12,2004,20
atenolol ethical,ethical pharmaceutical,COMPRIMIDO,2024-12-31,2004,20
comioflex,industria farmaceutica del caribe,CAPSULA,2024-03-17,2004,20
gentamicina,caplin point laboratories,SOLUCION,2024-11-23,2004,20
desolin,laboratorios sued,JARABE,2024-11-18,2004,20
uropasmon,laboratorios sued,COMPRIMIDO,2029-02-25,2004,25
sildenafil ethical,ethical pharmaceutical,COMPRIMIDO,2024-08-26,2004,20
celeco,ethical pharmaceutical,CAPSULA,2024-06-24,2004,20
tinidazol 500 mg,laboratorios genericos centroamericanos,TABLETA,2024-08-26,2004,20
dexa-ortoflex,laboratorios sintesis,SOLUCION,2024-10-21,2004,20
amlofel compuesto,laboratorios feltrex,TABLETA,2024-09-01,2004,20
dexametasona,caplin point laboratories,SOLUCION,2024-08-11,2004,20
preoxid premium,industria farmaceutica del caribe,CAPSULA,2029-06-28,2004,25
balsofort,industria farmaceutica del caribe,JARABE,2024-03-08,2004,20
impedil,ethical pharmaceutical,CAPSULA,2024-06-25,2004,20
carvedilol ethical,ethical pharmaceutical,COMPRIMIDO,2024-11-30,2004,20
ortoflex-dolo,laboratorios sintesis,SOLUCION,2024-08-28,2004,20
simplevir 400,laboratorios dr. collado,CAPLETA,2024-07-14,2004,20
cetizin 5,laboratorios dr. collado,JARABE,2024-06-02,2004,20
loratadina,laboratorio magnachem international,JARABE,2024-11-18,2004,20
alopurinol,caplin point laboratories,TABLETA,2024-08-11,2004,20
acido folico,caplin point laboratories ltd,TABLETA,2024-08-11,2004,20
ranitidina 300 mg,laboratorios generifar s.a.,CAPSULA,2024-05-06,2004,20
clindamicina,laboratorios sintesis,SOLUCION,2024-11-16,2004,20
glibenclamida 5 mg,laboratorios generifar s.a.,TABLETA,2024-05-06,2004,20
nifedipina,caplin point laboratories,TABLETA,2024-08-11,2004,20
acetaminofen,laboratorios dr. collado s.a,JARABE,2024-12-09,2004,20
cefalexina laprofar,laboratorio laprofar,CAPSULA,2024-05-07,2004,20
cefadroxilo,laboratorios generifar s.a.,CAPSULA,2024-05-06,2004,20
doxopeg,farmaceutica paraguaya,SUSPENSION,2024-11-09,2004,20
ferganic folic,laboratorios rowe,COMPRIMIDO,2024-02-13,2004,20
valpro,ethical pharmaceutical,COMPRIMIDO,2029-02-05,2004,25
carvedilol ethical,ethical pharmaceutical,COMPRIMIDO,2024-12-13,2004,20
oculpres- d,acromax dominicana,SOLUCION,2024-09-10,2004,20
gabictal,monte verde s.a,COMPRIMIDO,2023-12-19,2004,19
gabital,monte verde s.a,COMPRIMIDO,2023-12-17,2004,19
regener plus,ethical pharmaceutical,CREMA,2024-08-04,2004,20
momet compuesto,ethical pharmaceutical,CREMA,2024-08-26,2004,20
norfloxacina,generifar,CAPLETA,2024-08-27,2004,20
vifrestol,laboratorios sintesis,SOLUCION,2024-05-06,2004,20
ciprobiotic-xr,ethical pharmaceutical,COMPRIMIDO,2024-05-06,2004,20
amikacina,caplin point laboratories,SOLUCION,2024-11-23,2004,20
diclofenac sintesis 0.1 %,laboratorios sintesis,SOLUCION,2024-05-06,2004,20
loperamida,caplin point laboratories ltd,CAPSULA,2024-11-23,2004,20
atenolol 100 mg,generifar,TABLETA,2024-08-26,2004,20
ketomax 10,acromax dominicana,TABLETA,2024-11-12,2004,20
colposan,procaps s.a.,OVULO,2024-08-03,2004,20
omeprazol normon 20mg,laboratorios normon,CAPSULA,2023-10-24,2004,19
citopram,laboratorios sued,COMPRIMIDO,2024-09-20,2004,20
losacor 100,roemmers,COMPRIMIDO,2024-07-17,2004,20
nifedipina retard 20 mg                                               ,laboratorios alfa,CAPSULA,2024-09-01,2004,20
nifedipina retard 20 mg,laboratorios alfa,CAPSULA,2024-09-01,2004,20
sulfacetamida 10 %,laboratorios sintesis,SOLUCION,2024-07-13,2004,20
sertralina normon 50 mg,laboratorios normon,COMPRIMIDO,2024-08-06,2004,20
diclo k forte,laboratorios rowe s.r.l,COMPRIMIDO,2024-10-20,2004,20
prednisolona al 1%                                                    ,laboratorios sintesis,SUSPENSION,2024-07-14,2004,20
simvastatina normon 40 mg                                             ,laboratorios normon,COMPRIMIDO,2024-07-13,2004,20
broncosamol-e,gefarca industria  farmaceutica perezespinosa,JARABE,2024-08-25,2004,20
ranitidina,caplin point laboratories,SOLUCION,2024-06-28,2004,20
prolyn - vita                                                         ,laboratorios alfa,TABLETA,2024-07-13,2004,20
migrapax,laboratorios sued,COMPRIMIDO,2024-09-01,2004,20
amoxicilina,caplin point laboratories,CAPSULA,2024-06-07,2004,20
candersil 16,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-02-04,2004,20
ketoconazol,caplin point laboratories,CREMA,2024-06-07,2004,20
akavar,ethical pharmaceutical,COMPRIMIDO,2024-08-26,2004,20
sumox duo                                                             ,laboratorios sued,POLVO,2024-06-24,2004,20
candersil 8,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-02-04,2004,20
dolo-neurotropas sintesis                                             ,laboratorios sintesis,SOLUCION,2024-06-07,2004,20
metformina feltrex,laboratorios feltrex,CAPLETA,2024-09-01,2004,20
dolgenal,farmaceutica paraguaya,SOLUCION,2024-08-23,2004,20
lucovit                                                               ,laboratorios alfa,JARABE,2024-07-30,2004,20
caltrax                                                               ,laboratorios de aplicaciones medicas,CAPLETA,2024-08-01,2004,20
proternal,laboratorios arsal,SOLUCION,2024-11-17,2004,20
ciprofloxacina,caplin point laboratories,SOLUCION,2024-05-06,2004,20
desolin-d                                                             ,laboratorios sued,JARABE,2024-10-20,2004,20
exoderil,ver al dorso,SOLUCION,2024-01-29,2004,20
aspiren 81 mg                                                         ,laboratorios alfa,TABLETA,2024-08-26,2004,20
suprofén,laboratorios sued,SUSPENSION,2024-08-10,2004,20
desolin-d,laboratorios sued,JARABE,2024-10-20,2004,20
loratadina normon 10 mg                                               ,laboratorios normon,COMPRIMIDO,2024-08-20,2004,20
rowefer                                                               ,roemmers,SOLUCION,2024-08-19,2004,20
suprofen                                                              ,laboratorios sued,SUSPENSION,2024-08-10,2004,20
candesar 32 mg,laboratorios sued,COMPRIMIDO,2024-09-24,2004,20
akavar,ethical pharmaceutical,COMPRIMIDO,2024-09-01,2004,20
fosfalen 70 mg                                                        ,laboratorios alfa,TABLETA,2024-08-10,2004,20
nefrotal-plus,roemmers,COMPRIMIDO,2024-08-06,2004,20
sport-gel,caplin point laboratories,GEL,2024-06-28,2004,20
cefalexina laprofar                                                   ,laboratorios laprofar,POLVO,2024-05-07,2004,20
cinacol 500,laboratorios rowe,COMPRIMIDO,2024-05-07,2004,20
tuscasol 5,laboratorios rowe,COMPRIMIDO,2024-05-06,2004,20
cefalexina,laboratorio laprofar,POLVO,2024-05-07,2004,20
fosfalen 70 mg,laboratorios alfa,TABLETA,2024-08-10,2004,20
diclo-k b1 b6 b12,laboratorios rowe,COMPRIMIDO,2029-02-18,2004,25
oxebral max,industria farmaceutica del caribe sas,CAPLETA,2024-08-10,2004,20
simvastatina normon 40 mg,laboratorios normon,COMPRIMIDO,2024-07-13,2004,20
simvastatina normon 10 mg,laboratorios normon,COMPRIMIDO,2024-07-13,2004,20
lucovit,laboratorios alfa,JARABE,2024-07-30,2004,20
uniplus,industria farmaceutica del caribe,POLVO,2024-08-03,2004,20
cilostal 50,richam internacional,COMPRIMIDO,2024-08-04,2004,20
ritmol 100,laboratorios magnachem international,TABLETA,2024-07-17,2004,20
ritmol 50,laboratorio magnachem international,TABLETA,2024-07-14,2004,20
taural 300,roemmers,COMPRIMIDO,2024-05-07,2004,20
ambroxol normon 15 mg / 5ml,laboratorios normon,SOLUCION,2024-08-03,2004,20
scabisan,productos farmaceuticos,CREMA,2024-03-17,2004,20
nefrotal-h,roemmers,COMPRIMIDO,2024-08-04,2004,20
prednisolona al 1%,laboratorios sintesis,SUSPENSION,2024-07-14,2004,20
fluconazol 150 mg,laboratorios generifar,CAPSULA,2024-06-07,2004,20
cromatonbic ferro,richam internacional s.a.,COMPRIMIDO,2024-06-02,2004,20
implicane,monte verde,COMPRIMIDO,2024-11-29,2004,20
implicane,monte verde,COMPRIMIDO,2024-11-29,2004,20
atacand plus,astrazeneca ab,TABLETA,2029-02-25,2004,25
ferganic folic                                                        ,laboratorios rowe,COMPRIMIDO,2024-02-13,2004,20
menaxol,laboratorios menarini,POLVO,2029-03-17,2004,25
dolgenal rapid,farmaceutica paraguaya,COMPRIMIDO,2024-11-23,2004,20
promixol-forte                                                        ,camilo labs,POLVO,2024-01-25,2004,20
rowefer,roemmers,SOLUCION,2024-08-19,2004,20
amlodipina besilato 5mg,laboratorios dr. collado s.a,COMPRIMIDO,2024-12-09,2004,20
metronidazol,caplin point laboratories ltd,SOLUCION,2024-05-06,2004,20
prolyn - vita,laboratorios alfa,TABLETA,2024-07-13,2004,20
caltrax,laboratorios de aplicaciones medicas,CAPLETA,2024-08-01,2004,20
ferganic folic,laboratorios rowe,COMPRIMIDO,2029-02-13,2004,25
betapron,laboratorios sintesis,SUSPENSION,2024-08-26,2004,20
lagrimas naturales sintesis,laboratorios sintesis,SOLUCION,2024-08-10,2004,20
aspiren 81 mg,laboratorios alfa,TABLETA,2024-08-26,2004,20
octride,laboratorios chalver de colombia s.a.,SOLUCION,2024-07-16,2004,20
filten 12.5,gador s.a,COMPRIMIDO,2024-08-26,2004,20
doxalam 100,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-09-01,2004,20
dianeal pd-2 con dextrosa al 1.5%,laboratorios baxter,SOLUCION,2024-05-27,2004,20
nordal plus,laboratorios laprofar,CREMA,2029-01-02,2004,25
cetizin 10,laboratorios dr. collado,TABLETA,2024-06-25,2004,20
terbix,laboratorios sued,SOLUCION,2029-02-25,2004,25
cubrim,industria farmaceutica del caribe sas,CAPLETA,2024-04-14,2004,20
balsofort,industria farmaceutica del caribe sas,TABLETA,2024-03-08,2004,20
perimex 0.625 mg,laboratorios alfa,TABLETA,2024-12-14,2004,20
brontox sinus,dr. elizardo perez espinosa,CAPLETA,2024-06-02,2004,20
esomeprazol ethical,ethical pharmaceutical,CAPSULA,2024-11-18,2004,20
sulapril-d,laboratorios sued,COMPRIMIDO,2024-02-06,2004,20
espertal,ethical pharmaceutical,COMPRIMIDO,2024-02-05,2004,20
acido folico + vitamina b12,laboratorio san luis,JARABE,2024-06-02,2004,20
oxitocina,caplin point laboratories ltd,SOLUCION,2024-07-13,2004,20
akavar-d,ethical pharmaceutical,COMPRIMIDO,2024-08-26,2004,20
fosmicin 1g,laboratorios sintesis,POLVO,2024-12-30,2004,20
gabirol,productos farmaceuticos,SOLUCION,2029-01-03,2004,25
dianeal pd-2 con dextrosa al 4.25%,laboratorios baxter,SOLUCION,2024-05-27,2004,20
enalapril,laboratorios generifar s.a.,TABLETA,2024-04-20,2004,20
neumoxol domox,laboratorios alfa,CAPSULA,2024-10-21,2004,20
simvast 40,laboratorio magnachem international s.r.l,TABLETA,2024-04-20,2004,20
sumox duo,laboratorios sued,POLVO,2029-06-24,2004,25
dologinex m,roemmers,COMPRIMIDO,2024-06-02,2004,20
ciprofloxacina,caplin point laboratories ltd,TABLETA,2024-07-26,2004,20
clotrimazol,caplin point laboratories ltd,CREMA,2024-07-26,2004,20
ribosan,ethical pharmaceutical,COMPRIMIDO,2024-07-13,2004,20
cefotaxima,caplin point laboratories ltd,POLVO,2024-07-26,2004,20
amlodipina alfa 5mg,laboratorios alfa,TABLETA,2024-04-22,2004,20
atenolol,laboratorios dr. collado,CAPLETA,2024-12-09,2004,20
diclofenac k  alfa 100 mg,laboratorios alfa,TABLETA,2024-08-26,2004,20
sumox duo,laboratorios sued,POLVO,2024-06-24,2004,20
cefepima,vitalis s.a.c.i.,POLVO,2024-12-12,2004,20
trimetoprim sulfa,inmenol industrial laboratorios,SUSPENSION,2025-01-18,2004,21
diclofenaco sodico,caplin point laboratories,SOLUCION,2024-07-14,2004,20
"bupivacaina simple al 0.5%,",laboratorios sintesis,SOLUCION,2024-12-14,2004,20
propranolol,ver al dorso,TABLETA,2024-10-20,2004,20
clopidogrel ethical,ethical pharmaceutical,COMPRIMIDO,2024-12-29,2004,20
amlodimer 5,laboratorios ameripharma,COMPRIMIDO,2024-12-29,2004,20
apidra,sanofi-aventis deutschland gmbh,SOLUCION,2024-12-15,2004,20
ibuprofeno,generifar,CAPLETA,2024-07-30,2004,20
neofloxin,dr. elizardo perez espinosa,SOLUCION,2024-09-20,2004,20
oto eni,laboratorios grossman,SUSPENSION,2024-07-13,2004,20
corentel 10,roemmers,COMPRIMIDO,2024-05-07,2004,20
amlodimer 10,laboratorios ameripharma,COMPRIMIDO,2024-12-29,2004,20
gastop,laboratorios sued,SUSPENSION,2027-07-14,2004,23
metamizol normon,laboratorios normon s.a.,SOLUCION,2024-03-06,2004,20
omeprazol ethical,ethical pharmaceutical,CAPSULA,2024-09-24,2004,20
simvastatina feltrex,laboratorios feltrex,TABLETA,2024-12-13,2004,20
candersil d 16/12.5,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-02-04,2004,20
nexium,astrazeneca ab,POLVO,2024-10-20,2004,20
fosmicin,laboratorios sintesis,POLVO,2024-12-30,2004,20
coraspir 81,camilo labs,CAPLETA,2024-04-16,2004,20
bromhexina,laboratorios laprofar,JARABE,2024-11-11,2004,20
ruzol,laboratorios laprofar,SUSPENSION,2024-11-11,2004,20
meneparol plus,richam internacional s.a.,COMPRIMIDO,2024-01-19,2004,20
koptin,productos farmaceuticos,TABLETA,2024-07-15,2004,20
amplibiotic-uro,ethical pharmaceutical,COMPRIMIDO,2024-07-16,2004,20
ciprobiotic-uro,ethical pharmaceutical,COMPRIMIDO,2024-03-19,2004,20
corentel 5,roemmers,COMPRIMIDO,2024-05-07,2004,20
difenhidramina 25 mg,laboratorios genericos centroamericanos,TABLETA,2024-07-15,2004,20
losartan mk®,laboratorio corporacion bonima,TABLETA,2029-02-05,2004,25
enalapril inmenol,inmenol industrial laboratorios,TABLETA,2024-01-30,2004,20
loratadina 10 mg,laboratorios genericos centroamericanos,TABLETA,2024-08-03,2004,20
ranitidina 150 mg,laboratorios genericos centroamericanos,CAPSULA,2024-07-30,2004,20
bianos 1 g,procaps s.a.,TABLETA,2024-06-12,2004,20
asprim 81,laboratorio magnachem international s.r.l,TABLETA,2024-06-24,2004,20
sulfato ferroso,caplin point laboratories,TABLETA,2024-06-28,2004,20
metricol,laboratorio laprofar,SUSPENSION,2024-11-01,2004,20
metglital,laboratorios silanes,COMPRIMIDO,2025-02-14,2005,20
moxilin 250,roemmers,POLVO,2025-12-20,2005,20
acimox 500,roemmers,CAPSULA,2025-12-21,2005,20
norfloxacina,caplin point laboratories,TABLETA,2026-01-24,2005,21
diapride forte,micro labs limited,TABLETA,2026-11-10,2005,21
fenobarbital - inmenol,inmenol industrial laboratorios,JARABE,2024-07-31,2005,19
diclofenaco sodico,vitalis s.a.c.i.,SOLUCION,2025-01-28,2005,20
vitaminas neurotropas,caplin point laboratories,SOLUCION,2025-12-27,2005,20
acido folico,industria farmaceutica del caribe,TABLETA,2025-05-18,2005,20
amoebriz,janssen-cilag,TABLETA,2025-04-13,2005,20
urofull,ethical pharmaceutical,COMPRIMIDO,2025-08-11,2005,20
meloxicam,caplin point laboratories,TABLETA,2025-02-08,2005,20
azitromicina ethical,ethical pharmaceutical,POLVO,2025-08-24,2005,20
norpress,laboratorios feltrex,TABLETA,2025-02-08,2005,20
norpress,laboratorios feltrex,TABLETA,2025-02-08,2005,20
neotrax 1 g,ancalima lifesciences ltd.,POLVO,2025-11-08,2005,20
pediaflora,laboratorios farmaceuticos paill,POLVO,2025-12-29,2005,20
cefotaxima,ancalima lifesciences ltd.,POLVO,2025-07-26,2005,20
ibuprofeno,laboratorios la sante s.a.,TABLETA,2025-01-28,2005,20
ampicilina,ancalima lifesciences ltd,POLVO,2025-07-26,2005,20
acimox - 250,roemmers,POLVO,2025-12-19,2005,20
reminyl  er,janssen-cilag,CAPSULA,2025-04-11,2005,20
collo pack,laboratorios rowe,SOLUCION,2025-05-27,2005,20
satoren® 100mg,laboratorios bussie s.a.,TABLETA,2025-11-24,2005,20
metglital,laboratorios silanes,COMPRIMIDO,2025-02-14,2005,20
kalmadol,camilo labs,CAPLETA,2025-12-27,2005,20
torsinex 10,micro labs limited,TABLETA,2025-11-08,2005,20
alomaron,laboratorios rowe,COMPRIMIDO,2025-06-21,2005,20
noflan lp,roemmers,COMPRIMIDO,2025-07-06,2005,20
losartan ethical,ethical pharmaceutical,COMPRIMIDO,2025-03-23,2005,20
diapride-4,micro labs limited,TABLETA,2025-11-10,2005,20
fluconazol feltrex,laboratorios feltrex,TABLETA,2025-12-28,2005,20
mizox plus,lab. gefarca industria  farmaceutica perezespinosa,CAPSULA,2025-11-08,2005,20
levopront,armstrong laboratorios de mexico,JARABE,2020-05-25,2005,15
verapil - 240 retard,laboratorios rowe,CAPSULA,2020-05-25,2005,15
verapil 180 retard,laboratorios rowe,CAPSULA,2020-05-25,2005,15
mizox,lab. gefarca industria  farmaceutica perezespinosa,OVULO,2025-11-15,2005,20
mizox plus,lab. gefarca industria  farmaceutica perezespinosa,OVULO,2025-11-07,2005,20
mizox,lab. gefarca industria  farmaceutica perezespinosa,TABLETA,2025-11-07,2005,20
mizox,lab. gefarca industria  farmaceutica perezespinosa,SOLUCION,2025-11-07,2005,20
mizox,lab. gefarca industria  farmaceutica perezespinosa,CREMA,2025-11-07,2005,20
losartan lam 100 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-12-30,2005,20
ara ii,ethical pharmaceutical,COMPRIMIDO,2025-03-18,2005,20
noflan 100 im,roemmers,SOLUCION,2025-07-06,2005,20
forvel,roemmers,COMPRIMIDO,2025-08-31,2005,20
noflan 100 iv,roemmers,SOLUCION,2025-07-06,2005,20
carvedilol lam 25,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-06,2005,20
sinlip 10,gador s.a,COMPRIMIDO,2025-05-25,2005,20
torsinex 20,micro labs limited,TABLETA,2025-11-07,2005,20
capsiron,ancalima lifesciences ltd,GEL,2025-10-17,2005,20
prednizol,dr. elizardo perez espinosa,SUSPENSION,2025-08-11,2005,20
vio-geric,dr. elizardo perez espinosa,COMPRIMIDO,2025-08-11,2005,20
novorapid flexpen y/o flextouch,novo nordisk a/s,SOLUCION,2025-11-21,2005,20
histalong,ethical pharmaceutical,COMPRIMIDO,2025-07-12,2005,20
citicol,dr. elizardo perez espinosa,COMPRIMIDO,2020-11-02,2005,15
ecardil 10,laboratorios rowe,COMPRIMIDO,2025-05-27,2005,20
ecardil 20,laboratorios rowe,COMPRIMIDO,2025-05-27,2005,20
sedalmerck  infantil,merck s.a. de c.v.,SOLUCION,2020-11-07,2005,15
aciclovir alfa.,laboratorios alfa,TABLETA,2025-11-23,2005,20
verapamilo,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
ridalex,industria farmaceutica del caribe,CAPSULA,2025-09-05,2005,20
cefalexina,industria farmaceutica del caribe,CAPSULA,2025-09-07,2005,20
clorabet,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
mia,laboratorios recalcine,TABLETA,2025-09-29,2005,20
diclo-neuraxin,laboratorios farmaceuticos paill,TABLETA,2025-11-07,2005,20
dexa-neuraxin,laboratorios farmaceuticos paill,SOLUCION,2025-10-28,2005,20
clorfeniramina alfa,laboratorios alfa,SOLUCION,2025-03-03,2005,20
doxalam 100 d,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-08-31,2005,20
sinlip 20,gador s.a,COMPRIMIDO,2025-05-27,2005,20
cinacol,instituto biologico contemporaneo s.a.,SOLUCION,2020-04-27,2005,15
clavinex duo forte,laboratorios saval,POLVO,2025-09-07,2005,20
aciclovir,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
eritromicina genfar,genfar,TABLETA,2020-11-30,2005,15
fluconazol,industria farmaceutica del caribe,CAPSULA,2025-09-05,2005,20
erec-f 100 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-11-08,2005,20
bromhexina,delhi pharma,JARABE,2020-11-30,2005,15
azitromicina,caplin point laboratories,TABLETA,2025-09-29,2005,20
rifampicina - 300 - inmenol,inmenol industrial laboratorios,CAPSULA,2025-12-28,2005,20
cefixima,caplin point laboratories,CAPSULA,2025-09-26,2005,20
albendazol,laboratorio san luis,SUSPENSION,2025-08-18,2005,20
lindella,laboratorios chalver de colombia s.a.,TABLETA,2020-12-01,2005,15
maclar 250,glenmark pharmaceuticals ltd,TABLETA,2020-12-08,2005,15
dexametasona inmenol,inmenol industrial laboratorios,JARABE,2025-12-30,2005,20
citek,ethical pharmaceutical,COMPRIMIDO,2025-07-12,2005,20
estopyl 2.5,laboratorios antillanos edmar,TABLETA,2025-09-20,2005,20
cladon,laboratorios antillanos edmar s. a. (laaned),SUSPENSION,2025-07-07,2005,20
toxopec,laboratorios antillanos edmar s. a. (laaned),JARABE,2025-07-06,2005,20
estopyl h,laboratorios antillanos edmar s. a. (laaned),TABLETA,2025-07-05,2005,20
simvastatina genfar,genfar,TABLETA,2020-12-08,2005,15
cladon-m,laboratorios antillanos edmar s. a. (laaned),SUSPENSION,2025-07-05,2005,20
inmunoprin,monte verde s.a,COMPRIMIDO,2020-03-16,2005,15
eritromicina estearato,caplin point laboratories,TABLETA,2020-12-13,2005,15
salbutamol,industria farmaceutica del caribe,TABLETA,2025-09-05,2005,20
manedol,industria farmaceutica del caribe,CAPLETA,2025-09-09,2005,20
alendronato genfar,genfar,TABLETA,2020-11-30,2005,15
cardiosil 50,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-11-07,2005,20
ketoconazol,ancalima lifesciences ltd,CREMA,2025-07-26,2005,20
aldezol 400 mg,laboratorios alfa,CAPLETA,2025-11-15,2005,20
esparflin,roemmers,COMPRIMIDO,2020-04-20,2005,15
voflacin 500,laboratorios rowe,COMPRIMIDO,2020-04-20,2005,15
losartan lam 50 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2026-01-03,2005,21
atenolol lam 50 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-12-29,2005,20
angibloc 100,acromax dominicana,TABLETA,2025-12-31,2005,20
sanagent,camilo labs,CAPLETA,2020-04-20,2005,15
hidrocortisona,ancalima lifesciences ltd,POLVO,2025-11-06,2005,20
"lidocaina hcl  al 2% con epinefrina 1:50,000 alfa",laboratorios alfa,SOLUCION,2025-11-08,2005,20
fluconazol,laboratorio san luis,CAPSULA,2025-11-30,2005,20
dex-litos sabor fresa,laboratorios alfa,POLVO,2025-11-15,2005,20
cetirina,laboratorios sued,JARABE,2025-04-21,2005,20
nitrofurantoina-50-inmenol,inmenol industrial laboratorios,TABLETA,2025-12-26,2005,20
ranitidina,ancalima lifesciences,SOLUCION,2025-11-08,2005,20
momederm,laboratorios sued,CREMA,2025-03-28,2005,20
angibloc d 100,acromax dominicana,TABLETA,2025-12-30,2005,20
sunlin,caplin point laboratories,JARABE,2020-03-28,2005,15
lindella suave,laboratorios chalver de colombia s.a.,TABLETA,2020-11-30,2005,15
simplevir 800,laboratorios dr. collado,CAPLETA,2025-09-05,2005,20
fixacort,gefarca industria  farmaceutica perezespinosa,JARABE,2025-11-24,2005,20
fixacort-5,gefarca industria farmaceutica perezespinosa,TABLETA,2025-11-08,2005,20
lisinopril lam 5 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-21,2005,20
ketoprofeno inmenol,inmenol industrial laboratorios,GEL,2025-12-26,2005,20
clindamicina,vitalis s.a.c.i.,SOLUCION,2025-12-30,2005,20
ara ii-d,ethical pharmaceutical,COMPRIMIDO,2025-04-11,2005,20
etoposido,fresenius kabi oncology limited,SOLUCION,2025-05-24,2005,20
dolomef,acromax dominicana,TABLETA,2025-08-10,2005,20
adrim,fresenius kabi oncology limited,SOLUCION,2020-08-25,2005,15
azitrez,industria farmaceutica del caribe,SUSPENSION,2020-08-24,2005,15
tedexa - n,dr. elizardo perez espinosa,SUSPENSION,2025-06-06,2005,20
tedexa,dr. elizardo perez espinosa,SUSPENSION,2025-05-27,2005,20
lisinopril lam 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-21,2005,20
pramur,laboratorios sintesis,POLVO,2025-11-24,2005,20
novotears,laboratorios saval,SOLUCION,2025-09-07,2005,20
strattera,boehringer ingelheim promeco,CAPSULA,2020-09-26,2005,15
resfridol n-s,laboratorios alfa,CAPLETA,2020-09-26,2005,15
amloben 10/20,laboratorios rowe,CAPSULA,2020-09-28,2005,15
uniplaxo,ancalima lifesciences ltd,SOLUCION,2025-11-07,2005,20
furosemida,ancalima lifesciences ltd.,SOLUCION,2025-10-31,2005,20
gentamicina 80 mg alfa,laboratorios alfa,SOLUCION,2025-11-30,2005,20
strattera,boehringer ingelheim promeco,CAPSULA,2020-09-29,2005,15
dipirona,ancalima lifesciences ltd,SOLUCION,2020-09-29,2005,15
soprol h 5 /6.25,roemmers,COMPRIMIDO,2025-05-13,2005,20
propranolol inmenol,inmenol industrial laboratorios,TABLETA,2025-01-28,2005,20
parameba,ethical pharmaceutical,COMPRIMIDO,2025-06-06,2005,20
gentamicina,ancalima lifesciences ltd.,SOLUCION,2025-03-28,2005,20
aciclovir,ancalima lifesciences ltd,CREMA,2025-10-06,2005,20
precolest 10-40,ver al dorso,CAPLETA,2025-12-29,2005,20
ironvit,wexford laboratories pvt. ltd.,JARABE,2025-11-01,2005,20
cafiaspirina,bayer,TABLETA,2020-08-19,2005,15
mizonase,laboratorios recalcine,CREMA,2020-08-31,2005,15
clotrimazol,industria farmaceutica del caribe,OVULO,2025-07-06,2005,20
radoflox,wexford laboratories pvt. ltd.; india,SOLUCION,2020-09-21,2005,15
sumox duo plus,laboratorios sued,CAPLETA,2025-05-20,2005,20
alerpic,dr. elizardo perez espinosa,SOLUCION,2025-03-28,2005,20
ranitidina 50 mg / 2 ml,laboratorios alfa,SOLUCION,2025-04-11,2005,20
estopyl 5,laboratorios antillanos edmar (laaned),TABLETA,2025-03-21,2005,20
blox,laboratorios saval,COMPRIMIDO,2025-11-23,2005,20
"blox  d 16 /12,5",laboratorios saval,COMPRIMIDO,2025-11-16,2005,20
piroxicam,caplin point laboratories,CAPSULA,2025-08-25,2005,20
blox,laboratorios saval,COMPRIMIDO,2025-11-16,2005,20
